id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4405861,Fri Oct 21 2016 09:49:28 GMT-0400 (EDT),10/21/2016,2016-10-21 13:49:28 UTC,Eastern Time (US & Canada),,283753,viennapetcare,2016-10-21 13:51:58 UTC,2019-10-21 21:51:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4405861,https://static.inaturalist.org/photos/5292394/medium.jpg?1477058033,,,"Didn't stick around, no sugar in my black coffee ",FALSE,3,0,FALSE,3,"220 Cedar Ln SE, Vienna, VA, US",38.88611667,-77.244475,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4413048,2016/10/02 8:59 AM EDT,10/2/2016,2016-10-02 12:59:00 UTC,Eastern Time (US & Canada),,12158,erikamitchell,2016-10-22 17:05:02 UTC,2018-11-04 16:11:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4413048,https://static.inaturalist.org/photos/5303382/medium.jpg?1477155509,,"Apis mellifera, Capitol Hill, DC, Washington, bee, honeybee, insect",,FALSE,2,0,FALSE,,"District of Columbia, District of Columbia, United States",38.89164333,-77.01111667,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4413107,2016/09/30 11:04 AM EDT,9/30/2016,2016-09-30 15:04:00 UTC,Eastern Time (US & Canada),,12158,erikamitchell,2016-10-22 17:12:13 UTC,2017-11-10 02:33:56 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4413107,https://static.inaturalist.org/photos/5303334/medium.jpg?1477155327,,,,FALSE,1,0,FALSE,,"District of Columbia, District of Columbia, United States",38.887965,-77.01271833,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4427247,Mon Oct 24 2016 13:22:24 GMT-0400 (EDT),10/24/2016,2016-10-24 17:22:24 UTC,Eastern Time (US & Canada),,356634,tkirk304,2016-10-24 17:23:35 UTC,2017-11-10 02:35:43 UTC,research,,http://www.inaturalist.org/observations/4427247,https://static.inaturalist.org/photos/5325857/medium.jpg?1477329830,,,,FALSE,2,0,FALSE,3,"Rock Creek Park, Washington, DC, US",38.90807833,-77.0505305,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4441733,Wed Oct 26 2016 12:40:59 GMT-0400 (EDT),10/26/2016,2016-10-26 16:40:59 UTC,Eastern Time (US & Canada),,341778,gc7987,2016-10-26 21:22:49 UTC,2019-10-26 17:08:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4441733,https://static.inaturalist.org/photos/5347891/medium.jpg?1477516990,,,Half inch with black and yellow stripes. Small wings and longish skinny legs.,FALSE,2,0,FALSE,3,"Minnie Howard 9th Grade Center, Alexandria, VA, US",38.82814849,-77.09583635,19,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4447216,Thu Oct 27 2016 15:41:02 GMT-0400 (EDT),10/27/2016,2016-10-27 19:41:02 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2016-10-27 20:42:29 UTC,2019-10-27 15:35:53 UTC,research,CC-BY,http://www.inaturalist.org/observations/4447216,https://static.inaturalist.org/photos/5355923/medium.jpg?1477600957,,,,FALSE,2,0,FALSE,3,"District of Columbia County, US-DC, US",38.89901333,-77.0456305,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4447220,Thu Oct 27 2016 15:43:01 GMT-0400 (EDT),10/27/2016,2016-10-27 19:43:01 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2016-10-27 20:42:47 UTC,2019-10-27 15:35:51 UTC,research,CC-BY,http://www.inaturalist.org/observations/4447220,https://static.inaturalist.org/photos/5355930/medium.jpg?1477600974,,,,FALSE,2,0,FALSE,3,"District of Columbia County, US-DC, US",38.898875,-77.04591383,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4456576,Fri Oct 21 2016 11:54:16 GMT-0400 (EDT),10/21/2016,2016-10-21 15:54:16 UTC,Eastern Time (US & Canada),,340889,gavriel_cambridge,2016-10-29 18:01:36 UTC,2019-10-21 21:46:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4456576,https://static.inaturalist.org/photos/5370688/medium.jpg?1477764114,,,A small pollinating bee with lateral stripes running around its lower half ,FALSE,2,0,FALSE,3,"Minnie Howard 9th Grade Center, Alexandria, VA, US",38.82812833,-77.09588617,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4457664,Sat Oct 29 2016 16:42:31 GMT-0400 (EDT),10/29/2016,2016-10-29 20:42:31 UTC,Eastern Time (US & Canada),,340761,jk11496,2016-10-29 20:42:48 UTC,2017-11-10 02:40:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4457664,https://static.inaturalist.org/photos/5372426/medium.jpg?1477775376,,,"The wasps were 1.5 cm long and .5 cm wide. The wasps had bodies with three portions. The top portion/ head had two large black eyes and two thin black appendages (most likely sensor). The top portion is the smallest part of the wasp and is yellow and furry with black for the triangular shaped ""mouth"" at the bottom front of the head. The second portion is a little bigger than the first portion and is black covered in yellow fur. Two translucent wings that have light brown outlines come from the middle of the middle section of the wasp and the extend from the body at about a 45 degree angle. There are also four legs in total, two on each side that are connected at an angle on each side. The legs are segmented and brownish black. The final portion of the wasp is the largest and ocular. It starts with an orangish section, then a black line, than a yellowish section, then a black line. There is no fur on the last potion of the wasp. ",FALSE,2,0,FALSE,3,"1125 Madison St, Alexandria, VA, US",38.81422677,-77.04992309,65,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4465484,Sun Oct 30 2016 13:25:32 GMT-0400 (EDT),10/30/2016,2016-10-30 17:25:32 UTC,Eastern Time (US & Canada),,340653,jp65039,2016-10-30 23:31:43 UTC,2019-11-01 16:45:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4465484,https://static.inaturalist.org/photos/5385929/medium.jpg?1477870320,,,"It has yellow and black stripes. It has wings, two antennas, and six legs. It is segmented. It is small. ",FALSE,2,0,FALSE,3,"3011 King St, Alexandria, VA, US",38.82047232,-77.07836489,26,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4466291,2016-10-30 9:18:57 PM EDT,10/30/2016,2016-10-31 01:18:57 UTC,Eastern Time (US & Canada),,340654,ayesham29,2016-10-31 01:21:58 UTC,2019-11-01 16:45:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4466291,https://static.inaturalist.org/photos/5387200/medium.jpeg?1477876952,,,It is yellow with black stripes,FALSE,3,0,FALSE,2,"3540-3598 King Street Alexandria, VA 22302",38.82894621,-77.09011797,2752,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4470742,Mon Oct 31 2016 15:48:58 GMT-0400 (EDT),10/31/2016,2016-10-31 19:48:58 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2016-10-31 19:59:13 UTC,2019-11-01 17:11:38 UTC,research,CC-BY,http://www.inaturalist.org/observations/4470742,https://static.inaturalist.org/photos/5393846/medium.jpg?1477943996,,,,FALSE,2,0,FALSE,3,"920 Snows Ct NW, Washington, DC, US",38.90125,-77.05275,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4482129,Wed Nov 02 2016 14:07:54 GMT-0400 (EDT),11/2/2016,2016-11-02 18:07:54 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2016-11-02 18:13:51 UTC,2018-11-02 22:32:46 UTC,research,CC-BY,http://www.inaturalist.org/observations/4482129,https://static.inaturalist.org/photos/5411339/medium.jpg?1478110471,,,,FALSE,2,0,FALSE,3,"District of Columbia County, US-DC, US",38.90058,-77.05176667,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4576050,Tue Nov 15 2016 11:04:40 GMT-0500 (EST),11/15/2016,2016-11-15 16:04:40 UTC,Eastern Time (US & Canada),,356634,tkirk304,2016-11-15 16:05:15 UTC,2017-11-10 02:57:51 UTC,research,,http://www.inaturalist.org/observations/4576050,https://static.inaturalist.org/photos/5525440/medium.jpg?1479225932,,,,FALSE,2,0,FALSE,3,"937 25th St NW, Washington, DC, US",38.90168833,-77.05317783,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4599903,Sat Nov 19 2016 13:18:52 GMT-0500 (EST),11/19/2016,2016-11-19 18:18:52 UTC,Eastern Time (US & Canada),,283753,viennapetcare,2016-11-19 18:20:32 UTC,2017-11-10 02:59:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4599903,https://static.inaturalist.org/photos/5560620/medium.jpg?1479579639,,,,FALSE,2,0,FALSE,3,"U.S. Botanic Garden, Washington, DC, US",38.88845617,-77.01403175,10,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4771740,2016/08/03 3:00 PM EDT,8/3/2016,2016-08-03 19:00:00 UTC,Eastern Time (US & Canada),,192858,krosenthal,2016-12-14 04:21:51 UTC,2018-12-03 03:39:55 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4771740,https://static.inaturalist.org/photos/5810474/medium.jpeg?1481687546,,,,FALSE,2,0,FALSE,,"Arlington, VA, USA",38.91955005,-77.11967267,4,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4797845,2016/10/20 4:56 PM EDT,10/20/2016,2016-10-20 20:56:00 UTC,Eastern Time (US & Canada),,7580,carrieseltzer,2016-12-20 03:28:37 UTC,2019-10-20 14:53:11 UTC,research,CC0,https://www.inaturalist.org/observations/4797845,https://static.inaturalist.org/photos/5848651/medium.jpeg?1482204357,,,,FALSE,2,0,FALSE,,"Virginia Square, Arlington, VA, USA",38.88321389,-77.11220556,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4797846,2016/10/20 4:54 PM EDT,10/20/2016,2016-10-20 20:54:00 UTC,Eastern Time (US & Canada),,7580,carrieseltzer,2016-12-20 03:28:37 UTC,2019-10-20 14:49:41 UTC,research,CC0,https://www.inaturalist.org/observations/4797846,https://static.inaturalist.org/photos/5848647/medium.jpeg?1482204328,,,,FALSE,2,0,FALSE,,"Virginia Square, Arlington, VA, USA",38.88300278,-77.11265556,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
4996293,2016/09/05 12:24 PM EDT,9/5/2016,2016-09-05 16:24:00 UTC,Eastern Time (US & Canada),,342604,peggyo,2017-01-23 22:20:17 UTC,2018-01-24 16:53:35 UTC,research,CC0,https://www.inaturalist.org/observations/4996293,https://static.inaturalist.org/photos/6106317/medium.jpeg?1485209634,,,,FALSE,3,0,FALSE,,"South Run Recreation Center, 7550 Reservation Dr, Springfield, VA 22153, USA",38.7476846,-77.2745817,51,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5058749,Sun Feb 05 2017 16:13:38 GMT-0500 (EST),2/5/2017,2017-02-05 21:13:38 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2017-02-05 21:17:09 UTC,2017-11-10 03:51:46 UTC,research,CC-BY,https://www.inaturalist.org/observations/5058749,https://static.inaturalist.org/photos/6203976/medium.jpg?1486329474,,,,FALSE,2,0,FALSE,3,"2501–2509 Pennsylvania Ave NW, Washington, DC, US",38.90385833,-77.05363333,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5068926,Tue Feb 07 2017 12:41:43 GMT-0500 (EST),2/7/2017,2017-02-07 17:41:43 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2017-02-07 17:43:15 UTC,2017-11-10 03:52:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/5068926,https://static.inaturalist.org/photos/6219834/medium.jpg?1486489451,,,,FALSE,1,0,FALSE,3,"George Washington University, Washington, DC, US",38.89882167,-77.04613617,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5155089,Wed Feb 22 2017 12:35:57 GMT-0500 (EST),2/22/2017,2017-02-22 17:35:57 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2017-02-22 17:43:11 UTC,2017-11-10 04:03:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/5155089,https://static.inaturalist.org/photos/6352002/medium.jpg?1487785409,,,,FALSE,1,0,FALSE,3,"George Washington University, Washington, DC, US",38.89994167,-77.0466,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5155096,Wed Feb 22 2017 12:36:37 GMT-0500 (EST),2/22/2017,2017-02-22 17:36:37 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2017-02-22 17:43:49 UTC,2017-11-10 04:03:15 UTC,research,CC-BY,https://www.inaturalist.org/observations/5155096,https://static.inaturalist.org/photos/6352016/medium.jpg?1487785468,,,,FALSE,1,0,FALSE,3,"George Washington University, Washington, DC, US",38.89993667,-77.04660833,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5155098,Wed Feb 22 2017 12:37:09 GMT-0500 (EST),2/22/2017,2017-02-22 17:37:09 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2017-02-22 17:44:27 UTC,2017-11-10 04:03:16 UTC,research,CC-BY,https://www.inaturalist.org/observations/5155098,https://static.inaturalist.org/photos/6352018/medium.jpg?1487785486,,,,FALSE,1,0,FALSE,3,"George Washington University, Washington, DC, US",38.89993667,-77.04660833,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5254018,2012/09/09 2:47 PM EDT,9/9/2012,2012-09-09 18:47:00 UTC,Eastern Time (US & Canada),,342604,peggyo,2017-03-09 01:12:38 UTC,2018-01-24 16:54:36 UTC,research,CC0,https://www.inaturalist.org/observations/5254018,https://static.inaturalist.org/photos/6501183/medium.jpeg?1489021883,,Great Falls & Riverbend-9-9-12,,FALSE,2,0,FALSE,,"Great Falls Park, 9200 Old Dominion Dr, McLean, VA 22102, USA",38.996855,-77.25484,170,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5399769,2016/09/17 10:49 AM UTC,9/17/2016,,UTC,,371375,kevinbeekman,2017-03-19 20:52:18 UTC,2017-11-10 04:19:10 UTC,research,,https://www.inaturalist.org/observations/5399769,https://static.inaturalist.org/photos/6635252/medium.jpeg?1489956344,,,,FALSE,2,0,FALSE,,"3700 Commonwealth Ave, Alexandria, VA 22305, USA",38.8404519,-77.0591117,250,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5523736,2016/10/20 4:24 PM EDT,10/20/2016,2016-10-20 20:24:00 UTC,Eastern Time (US & Canada),,5892,botanygirl,2017-04-01 02:29:25 UTC,2019-10-20 14:49:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/5523736,https://static.inaturalist.org/photos/6813771/medium.jpeg?1491012785,,,,FALSE,2,0,FALSE,,"1426 Jefferson Pike, Knoxville, MD 21758, USA",39.34633,-77.619868,85,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5570286,Tue Apr 04 2017 14:59:03 GMT-0400 (EDT),4/4/2017,2017-04-04 18:59:03 UTC,Eastern Time (US & Canada),,283753,viennapetcare,2017-04-04 18:59:46 UTC,2018-12-26 05:29:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5570286,https://static.inaturalist.org/photos/6877157/medium.jpg?1491332448,,,,FALSE,3,0,FALSE,3,"545 Orchard St NW, Vienna, VA, US",38.900355,-77.27918833,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5578998,Wed Apr 05 2017 11:09:48 GMT-0400 (EDT),4/5/2017,2017-04-05 15:09:48 UTC,Eastern Time (US & Canada),,169566,mellis,2017-04-05 15:12:34 UTC,2018-12-26 05:45:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/5578998,https://static.inaturalist.org/photos/6889806/medium.jpg?1491405239,,,,FALSE,2,0,FALSE,3,"College Park Airport, College Park, MD, US",38.97970035,-76.92373845,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5592625,Wed Apr 05 2017 12:24:10 GMT-0400 (EDT),4/5/2017,2017-04-05 16:24:10 UTC,Eastern Time (US & Canada),,7580,carrieseltzer,2017-04-06 19:24:38 UTC,2018-12-26 05:42:05 UTC,research,CC0,https://www.inaturalist.org/observations/5592625,https://static.inaturalist.org/photos/6907528/medium.jpg?1491506695,,,,FALSE,3,0,FALSE,3,"Quincy Playfield, Arlington, VA, US",38.88593917,-77.10717296,10,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5653979,Tue Apr 11 2017 18:44:30 GMT-0400 (EDT),4/11/2017,2017-04-11 22:44:30 UTC,Eastern Time (US & Canada),,401030,achang,2017-04-11 23:12:55 UTC,2019-02-17 15:49:47 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/5653979,https://static.inaturalist.org/photos/6999364/medium.jpg?1491952380,,,Feeble attempt at photographing a bee,FALSE,1,0,FALSE,3,"Rock Creek Park, Washington, DC, US",38.96362167,-77.039475,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5675439,Thu Apr 13 2017 12:53:29 GMT-0400 (EDT),4/13/2017,2017-04-13 16:53:29 UTC,Eastern Time (US & Canada),,449442,svstuder,2017-04-13 16:54:35 UTC,2019-03-13 15:00:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5675439,https://static.inaturalist.org/photos/7028582/medium.jpg?1492102498,,,,FALSE,2,0,FALSE,3,"National Museum of Natural History, Washington, DC, US",38.89146083,-77.02417678,5,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5692915,2017/04/14 12:24 PM EDT,4/14/2017,2017-04-14 16:24:00 UTC,Eastern Time (US & Canada),,192858,krosenthal,2017-04-14 17:28:38 UTC,2018-11-03 03:30:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5692915,https://static.inaturalist.org/photos/7051088/medium.jpeg?1492190791,,,,FALSE,1,0,FALSE,,"Old Glebe, Arlington, VA 22207, USA",38.91936601,-77.12092012,6,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5697536,2017-04-14 1:38:40 PM EDT,4/14/2017,2017-04-14 17:38:40 UTC,Eastern Time (US & Canada),,244829,ana_kaahanui,2017-04-14 20:19:33 UTC,2017-11-10 05:03:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5697536,https://static.inaturalist.org/photos/7057540/medium.jpeg?1492201204,,,,FALSE,1,0,FALSE,2,"1300-1308 21st Street Northwest Washington, DC 20036",38.90748313,-77.04665565,8,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5697632,Fri Apr 14 2017 16:22:21 GMT-0400 (EDT),4/14/2017,2017-04-14 20:22:21 UTC,Eastern Time (US & Canada),,443329,websterscied,2017-04-14 20:23:23 UTC,2018-10-05 21:03:47 UTC,research,,https://www.inaturalist.org/observations/5697632,https://static.inaturalist.org/photos/7057697/medium.jpg?1492201414,,,,FALSE,2,0,FALSE,3,"National Museum of Natural History, Washington, DC, US",38.89141544,-77.02412859,30,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5709073,2017/04/14 8:51 AM EDT,4/14/2017,2017-04-14 12:51:00 UTC,Eastern Time (US & Canada),,3785,treegrow,2017-04-15 02:35:13 UTC,2017-11-10 05:05:29 UTC,research,CC0,https://www.inaturalist.org/observations/5709073,https://static.inaturalist.org/photos/7076677/medium.jpg?1492223542,,,,FALSE,1,0,FALSE,,"Northwest Washington, Washington, DC, USA",38.89160902,-77.02411115,20,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5730259,Sat Apr 15 2017 13:36:09 GMT-0400 (EDT),4/15/2017,2017-04-15 17:36:09 UTC,Eastern Time (US & Canada),,401030,achang,2017-04-15 19:52:54 UTC,2017-12-14 17:47:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/5730259,https://static.inaturalist.org/photos/7106666/medium.jpg?1492285998,,,,FALSE,1,0,FALSE,3,"Capital Crescent Trl, Bethesda, MD, US",38.948545,-77.11338883,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5741845,Sat Apr 15 2017 20:55:05 GMT-0400 (EDT),4/15/2017,2017-04-16 00:55:05 UTC,Eastern Time (US & Canada),,292489,elliotgreiner,2017-04-16 00:57:03 UTC,2019-05-11 16:53:25 UTC,research,CC-BY,https://www.inaturalist.org/observations/5741845,https://static.inaturalist.org/photos/7123603/medium.jpg?1492304232,,,,FALSE,2,0,FALSE,3,"2400 M St NW, Washington, DC, US",38.90505333,-77.05175,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5766069,2017/04/10 1:24 PM EDT,4/10/2017,2017-04-10 17:24:00 UTC,Eastern Time (US & Canada),,454247,woodcut55,2017-04-16 20:49:54 UTC,2019-03-06 01:08:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5766069,https://static.inaturalist.org/photos/7158245/medium.jpeg?1492375710,,,Bee and dandelion. ,FALSE,3,0,FALSE,,"Northeast Washington, Washington, DC, USA",38.93886667,-76.99317222,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5766070,2017/04/10 1:24 PM EDT,4/10/2017,2017-04-10 17:24:00 UTC,Eastern Time (US & Canada),,454247,woodcut55,2017-04-16 20:49:54 UTC,2019-03-06 01:08:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5766070,https://static.inaturalist.org/photos/7158250/medium.jpeg?1492375714,,,Bee and dandelion,FALSE,3,0,FALSE,,"Northeast Washington, Washington, DC, USA",38.93886667,-76.99316389,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5830627,2017-04-14 12:03:01 PM EDT,4/14/2017,2017-04-14 16:03:01 UTC,Eastern Time (US & Canada),,339048,annasherlock,2017-04-18 20:39:40 UTC,2017-11-10 05:26:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/5830627,https://static.inaturalist.org/photos/7253059/medium.jpeg?1492547994,,,,FALSE,1,0,FALSE,2,"1110 Dartmouth Road Alexandria, VA 22314",38.81140611,-77.08448935,1032,,,FALSE,gps,gps,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
5872074,2017-04-19 6:49:25 PM EDT,4/19/2017,2017-04-19 22:49:25 UTC,Eastern Time (US & Canada),,440988,sabrinam,2017-04-20 15:59:35 UTC,2019-07-09 22:42:29 UTC,research,,https://www.inaturalist.org/observations/5872074,https://static.inaturalist.org/photos/7315578/medium.jpeg?1492703979,,,Verified by a local bee keeper.,FALSE,2,0,FALSE,2,"3000-3098 Montrose Avenue Alexandria, VA 22305",38.83343013,-77.05391619,258,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6044995,2017/04/28 12:36 PM EDT,4/28/2017,2017-04-28 16:36:00 UTC,Eastern Time (US & Canada),,342604,peggyo,2017-05-02 01:27:27 UTC,2018-01-24 16:55:44 UTC,research,CC0,https://www.inaturalist.org/observations/6044995,https://static.inaturalist.org/photos/7574000/medium.jpg?1493688365,,,,FALSE,2,0,FALSE,,"Burke Lake Park, Fairfax County, VA, USA",38.77048696,-77.30539797,244,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6166922,2017-05-10 10:24:15 PM EDT,5/10/2017,2017-05-11 02:24:15 UTC,Eastern Time (US & Canada),,479162,lyzmoore,2017-05-11 02:25:30 UTC,2017-11-10 06:15:46 UTC,research,,https://www.inaturalist.org/observations/6166922,https://static.inaturalist.org/photos/7734122/medium.jpeg?1494469536,,,,FALSE,1,0,FALSE,2,"5208 10th Place South Arlington, VA 22204",38.85212535,-77.11544347,22,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6296798,2017/05/20 10:07 AM EDT,5/20/2017,2017-05-20 14:07:00 UTC,Eastern Time (US & Canada),,192858,krosenthal,2017-05-21 02:55:24 UTC,2018-11-03 03:38:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6296798,https://static.inaturalist.org/photos/7927005/medium.jpeg?1495335223,,,Feral hive.,FALSE,1,0,FALSE,,"Old Glebe, Arlington, VA 22207, USA",38.91937836,-77.12089989,2,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6321669,2017-05-22 3:07:02 PM EDT,5/22/2017,2017-05-22 19:07:02 UTC,Eastern Time (US & Canada),,453314,chrisgoshey,2017-05-22 19:07:33 UTC,2018-11-28 22:41:16 UTC,research,,https://www.inaturalist.org/observations/6321669,https://static.inaturalist.org/photos/7961790/medium.jpeg?1495480060,,,,FALSE,2,0,FALSE,2,"Arlington County, US-VA, US",38.86075527,-77.09131953,3,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6322423,Mon May 22 2017 14:41:16 GMT-0400 (EDT),5/22/2017,2017-05-22 18:41:16 UTC,Eastern Time (US & Canada),,356634,tkirk304,2017-05-22 20:13:39 UTC,2018-12-01 01:54:45 UTC,research,,https://www.inaturalist.org/observations/6322423,https://static.inaturalist.org/photos/7963333/medium.jpg?1495484107,,,,FALSE,2,0,FALSE,3,"George Washington University - Mount Vernon Campus, Washington, DC, US",38.91806667,-77.0896305,,,,FALSE,,,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6370093,Fri May 26 2017 14:17:15 GMT-0400 (EDT),5/26/2017,2017-05-26 18:17:15 UTC,Eastern Time (US & Canada),,401030,achang,2017-05-26 18:18:39 UTC,2017-11-10 06:54:53 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6370093,https://static.inaturalist.org/photos/8036838/medium.jpg?1495822729,,,,FALSE,1,0,FALSE,3,"1836 16th St NW, Washington, DC, US",38.915195,-77.03656667,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6370138,Fri May 26 2017 14:21:13 GMT-0400 (EDT),5/26/2017,2017-05-26 18:21:13 UTC,Eastern Time (US & Canada),,401030,achang,2017-05-26 18:23:47 UTC,2017-11-10 06:54:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/6370138,https://static.inaturalist.org/photos/8036949/medium.jpg?1495823144,,,,FALSE,1,0,FALSE,3,"New Hampshire Ave NW, Washington, DC, US",38.916645,-77.03673617,,,,FALSE,,,Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
6372121,2017-05-26 2:50:22 PM EDT,5/26/2017,2017-05-26 18:50:22 UTC,Eastern Time (US & Canada),,164735,belyykit,2017-05-26 21:29:36 UTC,2017-12-14 22:39:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/6372121,https://static.inaturalist.org/photos/8040703/medium.jpeg?1495834294,,,,FALSE,1,0,FALSE,2,"Montgomery County, US-MD, US",38.99916458,-77.03260803,,,,FALSE,gps,gps,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
